GISPROD3OSMPTrailsOSMPOBJECTID,GISPROD3OSMPTrailsOSMPOWNER,GISPROD3OSMPTrailsOSMPBICYCLES,GISPROD3OSMPTrailsOSMPTRAILTYPE,GISPROD3OSMPTrailsOSMPSEGMENTID,GISPROD3OSMPTrailsOSMPHORSES,GISPROD3OSMPTrailsOSMPTRLID,GISPROD3OSMPTrailsOSMPMILEAGE,GISPROD3OSMPTrailsOSMPMEASUREDFEET,GISPROD3OSMPTrailsOSMPTRAILNAME,GISPROD3OSMPTrailsOSMPGlobalID,GISPROD3OSMPTrailsOSMPDogs,GISPROD3OSMPTrailsOSMPDogRegGen,GISPROD3OSMPTrailsOSMPDogRegDesc,GISPROD3OSMPTrailClosuresOBJECTID,GISPROD3OSMPTrailClosuresCLOSUREDURATION,GISPROD3OSMPTrailClosuresWEBLINK,GISPROD3OSMPTrailClosuresCLOSUREAREA,GISPROD3OSMPTrailClosuresTRAILSTATUS,GISPROD3OSMPTrailClosuresCLOSUREREASON,GISPROD3OSMPTrailClosuresLOCATIONDESCRIPTION,GISPROD3OSMPTrailClosuresCONTACT,GISPROD3OSMPTrailClosuresCOMMENTS,GISPROD3OSMPTrailClosuresGLOBALID
1049,OSMP,No,Hiking Trail,280-194-195,Yes,280,0.458,2517,Flagstaff,{6239EB0C-0081-4AE3-9A89-A5C258F868CD},,,,402,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{1B28329E-7200-4BDF-9FB4-C0A6CA7FD3E0}
866,OSMP,No,Hiking Trail,280-205-194,Yes,280,0.164,866,Flagstaff,{FA970ADE-1230-4A4E-AF3D-C790366F73C5},,,,328,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{0CB6330B-27F9-4419-9D0E-9BCD5CD13179}
867,OSMP,No,Hiking Trail,280-193-205,Yes,280,0.198,1069,Flagstaff,{C62E3D32-DEF8-4CC0-8DD4-BB32CC8D1852},,,,329,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A2F8DA80-55D4-4EE3-8596-16B2A88E8D34}
1103,OSMP,No,Hiking Trail,227-139-140,Yes,227,1.485,7935,Green Bear,{7822464F-152F-41A1-A11F-D577D46ACB2B},,,,415,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{9BCA7C07-DA93-42FC-8FB5-7F68B1B16229}
1104,OSMP,No,Hiking Trail,228-146-147,Yes,228,0.098,504,Green Mountain West Ridge,{EE9AB86D-12E9-4D83-B239-84B9E6D2E2C3},,,,416,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A2E4D200-7FFB-4BA1-B38E-472A390869CA}
1105,OSMP,No,Hiking Trail,266-143-151,Yes,266,1.084,5936,Gregory Canyon,{AB1E74C6-0DFD-4783-B80D-AE9FB0C63F38},,,,417,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{9756CC3F-6461-4B1F-A19F-96B1DBB2A100}
868,OSMP,No,Hiking Trail,284-201-202,Yes,284,0.066,355,Halfway House,{F1F0030B-B695-4C6F-9C31-124801836B17},,,,330,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{57EB1CF4-BC8A-4AE8-8604-05620439AE2C}
869,OSMP,No,Hiking Trail,284-204-201,Yes,284,0.099,513,Halfway House,{375F0155-BDB9-446D-83A5-30DA0FD4BFE1},,,,331,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{154F69B5-4CF5-4EFB-BEE2-B0192C47F1E4}
1106,OSMP,No,Hiking Trail,271-141-142,No,271,1.548,8209,Long Canyon,{260923FA-FD84-4474-9252-33642FBCB5D7},,,,418,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D9D41650-298E-4868-8E59-A566C41AED91}
1107,OSMP,No,Hiking Trail,310-206-208,Yes,310,0.092,491,Lost Gulch,{96DAC2C3-CF0B-444F-84CD-7E53553CF20B},,,,419,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C0FB1ADA-9801-4423-A7EF-2CF89AB2F0E0}
772,OSMP,No,Hiking Trail,278-181-182,Yes,278,0.109,360,May's Point,{7AC442DA-93FC-49ED-BDA0-19EC786FC71D},,,,640,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{278081A8-9149-49CC-BCBD-B46E071FD6C3}
739,OSMP,No,Hiking Trail,338-027-021,Yes,338,0.382,2038,Meadow,{CDE951EA-50B5-4DB2-B24A-8380A740F4E6},,,,507,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DD8E2533-CB4E-469A-9102-71E8552532E2}
765,OSMP,No,Hiking Trail,338-021-023,Yes,338,0.117,622,Meadow,{3565FEEA-A38E-4544-BEA8-C8E172DC51F7},,,,513,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{3EFF639B-23DB-41EC-9B50-5968B31534AB}
646,OSMP,No,Hiking Trail,201-062-127,Yes,201,0.006,48,Mesa,{84798651-F23F-4E55-87C5-6542B780DDFE},,,,468,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{81C07A01-D97A-4808-B736-3057EEF6DB59}
870,OSMP,No,Hiking Trail,283-202-204,Yes,283,0.078,424,Panorama,{BBCD49B2-559D-42D6-BE46-A508709D076B},,,,332,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{2B0F76F5-7F72-48AB-9DE5-0BF22288BB28}
899,OSMP,No,Hiking Trail,283-204-205,Yes,283,0.102,548,Panorama,{E495DCBC-DF88-455A-A34E-B0143E7D321B},,,,333,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{BC5E089E-00AA-41EB-9381-898179742DF8}
947,OSMP,No,Hiking Trail,281-188-186,Yes,281,0.255,1305,Plains Overlook,{0811EF34-87A9-4959-97C1-EC15491736ED},,,,352,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{57047BEF-2C06-493A-9088-518CB91E1444}
1108,OSMP,No,Hiking Trail,269-146-150,Yes,269,0.94,5038,Ranger,{696235EE-DF1D-4DC8-BCD5-F6664772B6CB},,,,420,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{B159B268-3F1C-4EF2-8637-AC74E49D75E8}
1133,OSMP,No,Hiking Trail,269-150-142,Yes,269,0.316,1692,Ranger,{34483879-F5CC-43CE-A0C5-F2A5E5AC5881},,,,421,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A36B0E9C-67F8-4748-9C03-9F03BF8D5DC7}
1134,OSMP,No,Hiking Trail,269-142-143,Yes,269,0.227,1168,Ranger,{095487AB-D4A1-4752-8B47-D37368093B79},,,,422,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{481E37EB-12C1-4CF3-A7FC-E089DF02E126}
948,OSMP,No,Hiking Trail,321-180-179,Yes,321,0.049,250,Sensory,{88B2AAC8-77DD-4186-8B48-CD3F1B59E861},,,,353,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{EBC9E493-7DE4-4EED-BBE3-FEE750EC1EE1}
949,OSMP,No,Hiking Trail,321-178-179,Yes,321,0.013,89,Sensory,{5151729C-F786-433A-9AFC-F38C918CF81B},,,,354,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{4F9CBA2C-ACA8-43F6-8C9A-6D6BEDDDFA43}
950,OSMP,No,Hiking Trail,321-179-178,Yes,321,0.035,177,Sensory,{583FCBB4-1037-4FFD-92B9-D63ABF3685D6},,,,355,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{7E123ED3-E266-411F-BBD4-59BE26C58D3A}
1135,OSMP,No,Hiking Trail,207-154-161,No,207,1.285,7241,Shadow Canyon,{B45C7A14-41B2-4091-9204-799C855AE144},,,,423,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{8B86C002-B4A8-43AC-8308-2D0274A3C5A0}
740,OSMP,No,Hiking Trail,253-270-024,Yes,253,0.23,1248,Ski Jump,{D1BAAD00-44CD-49C0-BB24-30EB7F6AED46},,,,508,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{468D6848-7746-486E-B94E-F6A93001AED6}
1136,OSMP,No,Hiking Trail,208-155-154,No,208,0.289,1613,South Boulder Peak,{841A63AE-E135-4515-8EE0-96E9A21DCEB2},,,,424,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{F570CBB0-475C-4356-BF91-2C8A96E83B4E}
744,OSMP,No,Hiking Trail,273-174-173,Yes,273,0.018,105,Tenderfoot,{564435AC-5331-4D5D-A307-1F729753C14A},,,,512,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{38AA270C-0AD0-4913-B1B3-2DD53784C628}
951,OSMP,No,Hiking Trail,273-173-171,Yes,273,0.654,3604,Tenderfoot,{FCE0E3CE-9190-41D9-9921-5C23BFDAD45B},,,,356,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{5C76F12A-E69E-4E9B-8134-88F9C721E6C3}
952,OSMP,No,Hiking Trail,273-171-172,Yes,273,0.107,563,Tenderfoot,{B2D9C215-DAF4-4991-93A8-1B243D85880E},,,,357,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{CA1ACEAC-5F68-4BC5-B5AE-A4CE9AF7D504}
953,OSMP,No,Hiking Trail,273-171-169,Yes,273,0.207,1130,Tenderfoot,{5B78AD53-F0F6-4397-B313-22F80BF4B8FC},,,,358,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{6EB89E6F-6A7F-4D3A-A0C0-E9B4937A565E}
976,OSMP,No,Hiking Trail,275-174-175,Yes,275,0.353,1883,Ute,{BD121A3D-A783-4345-94BF-B93EC339E40E},,,,359,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{BAB5EA24-79F9-4924-B7F2-79E6D83577CA}
977,OSMP,No,Hiking Trail,275-176-175,Yes,275,0.111,609,Ute,{5313B5B7-C740-4516-A505-EDF50ED3D3E0},,,,360,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{13E5A9D6-23EF-46CC-994C-BC62FD25C4FC}
978,OSMP,No,Hiking Trail,275-175-177,Yes,275,0.178,963,Ute,{38703FCA-97B1-4727-9975-EC4B845F63DB},,,,361,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{06D2619C-4802-427D-889E-103F8BDD9810}
979,OSMP,No,Hiking Trail,275-177-178,Yes,275,0.045,218,Ute,{D4C97330-F038-4EA8-B91F-FFF3F766264A},,,,362,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{9857E4A0-6FD7-413D-B0D0-04C9763EB6B6}
900,OSMP,No,Hiking Trail,283-202-048,Yes,283,0.09,491,Panorama,{21CEEC57-0BFE-4C41-8651-162B6EB4333B},,,,334,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{8E8F0CFE-D661-45EC-B657-BE3CD3D7CA2A}
901,OSMP,No,Hiking Trail,285-048-049,Yes,285,0.7,3737,Viewpoint,{EFB0B556-3604-41E7-B29A-EF30B2E050BB},,,,335,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{01667A5B-4A23-4F02-8A26-1393FA1347E2}
902,OSMP,No,Hiking Trail,285-049-050,Yes,285,0.113,624,Viewpoint,{66E41E0E-ABB6-4CE8-82E5-C9D1C84FFA89},,,,336,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{521165BC-3789-492D-9C1A-606E7565D836}
903,OSMP,No,Hiking Trail,285-050-051,Yes,285,0.007,29,Viewpoint,{9EF6A589-346D-4B3F-A49F-1A0FF6984DC6},,,,337,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{4662411A-278C-4A5E-9CEC-E0EB50905F6E}
904,OSMP,No,Hiking Trail,285-051-053,Yes,285,0.022,116,Viewpoint,{6C906CF9-B448-4956-A80C-6F01A3A36380},,,,338,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DEA54790-E710-4168-8F19-DCB5C90669C0}
905,OSMP,No,Hiking Trail,285-051-052,Yes,285,0.006,40,Viewpoint,{BFFA1442-1A91-4717-82D7-B0950950C230},,,,339,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A77AA16E-52E2-4AFC-A8FB-B4DBC3511D6B}
865,OSMP,No,Hiking Trail,285-050-052,Yes,285,0.008,-9999,Viewpoint,{706DDF31-AEF2-4478-990A-B45E602F6670},,,,327,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DBF0F069-9834-4E32-A24C-85730F9CD4DD}
906,OSMP,No,Hiking Trail,285-052-054,Yes,285,0.085,446,Viewpoint,{9A8C30AE-534D-4EAB-9A67-84E49ADDF700},,,,340,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{32D7C6C9-9E1A-450A-8192-8EAAC8174F3F}
907,OSMP,No,Hiking Trail,285-054-055,Yes,285,0.111,583,Viewpoint,{385A62CF-D30D-4BEC-9CD1-88EA16F14BF8},,,,341,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A09A7495-BDDB-43F0-9BA6-EA00062A1885}
908,OSMP,No,Hiking Trail,285-054-049,Yes,285,0.06,316,Viewpoint,{444B8D02-F2F1-46DD-AA2C-C8325AB13343},,,,342,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{45389516-5A43-447C-B185-28DDD49DB5ED}
644,OSMP,No,Hiking Trail,244-130-127,Yes,244,0.252,1353,Wood's Quarry,{772F12D4-8A24-4580-9712-45E1042B9FA2},,,,466,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D82FC0E1-049B-4B72-AC38-CFF14D734E50}
722,OSMP,No,Hiking Trail,334-338-335,No,334,0.684,3653,Lion's Lair,{66D990E6-4856-4BE1-A543-5E00FF0F26C7},,,,207,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{91A85867-B165-4B8F-8B62-34322D405FC6}
723,OSMP,No,Hiking Trail,334-335-334,No,334,1.985,10632,Lion's Lair,{E4AE32F1-A7E1-4231-BC24-BA2EADFB0D59},,,,208,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{B8121C63-2F5B-4EAE-89EF-84ED490FCCB9}
724,OSMP,No,Hiking Trail,335-336-335,No,335,0.232,1331,Lion's Lair Spur,{6F453BC2-E90C-4C51-B690-37132AE5E6F2},,,,209,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{4BE12F3F-2658-4D90-9546-F6ED235ED63D}
835,OSMP,No,Hiking Trail,289-334-332,Yes,289,0.948,-9999,Mount Sanitas,{D2F8642F-7DE2-4717-9A44-A90AC9615430},,,,47,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{F805A5BC-5D16-4255-AF59-42C8E9725DBB}
836,OSMP,No,Hiking Trail,289-332-330,Yes,289,0.108,-9999,Mount Sanitas,{9EA81038-343F-43FC-BC75-A4A7546FCD62},,,,48,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{931E71CF-D5F2-4C9E-A52C-E7DED6C232D5}
838,OSMP,No,Hiking Trail,289-329-328,Yes,289,0.102,-9999,Mount Sanitas,{9C871D9A-48B0-4287-ABA4-2FE5179AFF32},,,,50,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{5645D48C-482E-44DE-91ED-81520F87814E}
837,OSMP,No,Hiking Trail,289-330-329,Yes,289,0.028,-9999,Mount Sanitas,{3A6098E1-834E-45B8-97CD-17CFDFF494D3},,,,49,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{02363FB4-D6AB-488E-9E8D-877EFB16E44A}
761,OSMP,No,Hiking Trail,289-328-327,Yes,289,0.048,-9999,Mount Sanitas,{CC038A23-899C-480F-8FE7-F1AF6B52909F},,,,277,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DF854F5E-C457-43EC-A778-F268C8EF6A0D}
762,OSMP,No,Hiking Trail,289-327-326,Yes,289,0.026,-9999,Mount Sanitas,{8A297534-C9C8-4E12-9EAF-6E129DEA5271},,,,278,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D4975C94-EA50-41D5-8647-36671E7E0F84}
759,OSMP,No,Hiking Trail,297-352-328,Yes,297,0.044,-9999,Sanitas Spur,{B89D9627-BB1C-408D-9A5A-578209001F99},,,,275,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C4CC748F-71D1-4CB1-866F-434541269205}
763,OSMP,No,Hiking Trail,297-352-327,Yes,297,0.043,240,Sanitas Spur,{19552C8D-4581-492B-BC42-51389694E979},,,,279,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{59AFC27F-61B9-432B-ABA6-869E49C4E03D}
756,OSMP,No,Climbing Access,316-374-329,No,316,0.013,-9999,Sanitas Bouldering,{1DA76C88-A6C3-4B4D-986A-ED94C3420DDB},,,,272,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{64BABEC4-1EE0-4940-9327-D8A6D7E08A13}
757,OSMP,No,Climbing Access,316-331-330,No,316,0.036,-9999,Sanitas Bouldering,{C9385F43-85E8-4721-9390-EFD648939505},,,,273,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{7FEBA0FF-1C32-42CB-9E9C-C8EA0A3A9775}
758,OSMP,No,Climbing Access,316-333-332,No,316,0.012,-9999,Sanitas Bouldering,{B7E66B33-983A-4C32-B4F2-72F2D25204D6},,,,274,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{1F9BBDFF-16DA-4567-9EF0-9DA67B30D171}
755,OSMP,No,Hiking Trail,288-354-353,Yes,288,0.074,-9999,Sanitas Valley,{C61D81B6-B8B2-49EA-901A-3D4D563C974E},,,,271,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{622DA1B8-7611-4E2F-A2B2-A736803F1EEC}
764,OSMP,No,Hiking Trail,288-353-352,Yes,288,0.029,159,Sanitas Valley,{7E08320C-6916-4576-91C5-638187946603},,,,280,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A2BE6807-2F97-4BC7-A34D-8D5EF8B0AE66}
792,OSMP,No,Hiking Trail,288-355-353,Yes,288,0.055,279,Sanitas Valley,{6A4A5492-40D8-473F-A056-D4958848F7C4},,,,281,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{84C02A6A-E2A3-4E13-8964-FE82D97DB4A8}
793,OSMP,No,Hiking Trail,288-352-349,Yes,288,0.158,829,Sanitas Valley,{7467EF3C-3180-43E4-B5CA-4AEF8A0D10FA},,,,282,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{8C30D581-094B-4D12-9C91-E925B5AF39A1}
730,OSMP,No,Hiking Trail,290-350-349,Yes,290,0.076,416,Dakota Ridge,{57EF5CD8-EEEC-4F83-9DFE-48E533A0DBCB},,,,230,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{26F085F0-9E41-42CF-A210-FDBA87C3695E}
731,OSMP,No,Hiking Trail,290-660-351,Yes,290,0.116,629,Dakota Ridge,{83DC97FE-AA00-4475-BA37-CE5DF629DC08},,,,231,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{0FAC98D3-56A7-4ABE-B390-0C79D4E159D6}
732,OSMP,No,Hiking Trail,290-348-350,Yes,290,0.134,716,Dakota Ridge,{BDAD0ABE-12FD-4C2B-B675-0D4EBB889979},,,,246,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{CB5F93D6-8DB7-42A3-830B-0A9048CED35E}
733,OSMP,No,Hiking Trail,290-348-347,Yes,290,0.097,508,Dakota Ridge,{88F449CE-DE41-48A4-A5A4-2A6FC0D8339C},,,,247,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{E61BF4E6-8F0F-4A7F-9F26-F86DE4637914}
734,OSMP,No,Hiking Trail,290-346-348,Yes,290,0.184,1017,Dakota Ridge,{37E18797-56B0-49E0-AFCC-66A6216C21C2},,,,248,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{81F1F247-222D-4267-9E43-3E9E61ABCE82}
745,OSMP,No,Hiking Trail,290-346-345,Yes,290,0.154,824,Dakota Ridge,{A7008633-D62D-4B99-BCF1-6E32E320D73C},,,,249,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{90843D60-6651-4C7A-BEF9-CDC73EC5A588}
746,OSMP,No,Hiking Trail,288-347-345,Yes,288,0.191,1006,Sanitas Valley,{94432818-5B60-4D66-BA4A-968AC00A58AF},,,,250,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{F9E06237-8BE7-4E3D-9772-4E759B6A31D6}
747,OSMP,No,Hiking Trail,288-349-347,Yes,288,0.181,973,Sanitas Valley,{4B997D7B-C3C3-42BE-85BE-2A0E8E36DB42},,,,251,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{F04706E9-2584-420E-8749-FF06EC148DC7}
748,OSMP,No,Hiking Trail,288-345-344,Yes,288,0.435,2328,Sanitas Valley,{2C0997B9-3D46-40BC-911B-65F08C77B95A},,,,264,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A892EC77-C2AC-43CC-AAF9-35B3C9A461B7}
749,OSMP,No,Hiking Trail,290-344-346,Yes,290,0.55,2913,Dakota Ridge,{688FC929-D008-4CB2-B44E-370B26B8FEF0},,,,265,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{DB63D644-7A33-4029-AAD6-B728951B73D8}
750,OSMP,No,Hiking Trail,288-344-343,Yes,288,0.032,172,Sanitas Valley,{6CFC4A63-3035-49C1-820F-334EB4F70BDE},,,,266,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{F0E40B01-976B-410A-8B47-4007C5E4B3DE}
751,OSMP,No,Hiking Trail,291-362-361,Yes,291,0.153,835,Goat,{95AF795A-BEE1-4B6F-A935-FE8A97416AC4},,,,267,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{6BD322F2-AE1B-4AB4-A371-DB41BC03F972}
725,OSMP,No,Hiking Trail,288-343-341,Yes,288,0.077,419,Sanitas Valley,{BE7C41F6-DAAB-4117-8FE1-3BC30BFAE209},,,,210,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{10121A9D-F04D-46C4-AECE-E53B60734BD1}
726,OSMP,No,Hiking Trail,288-341-342,Yes,288,0.046,237,Sanitas Valley,{C203129C-A5C7-4FE2-B109-6E544101E030},,,,211,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{B6BBCACD-4961-4599-AB7F-31420A9C923E}
727,OSMP,No,Hiking Trail,293-339-341,Yes,293,0.217,1169,East Ridge,{FEAA19DD-6497-442A-BDDA-339848D724A0},,,,227,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D8DD19AA-5699-409D-BCCA-5173295692DA}
728,OSMP,No,Hiking Trail,293-334-339,Yes,293,0.537,2990,East Ridge,{B50928F6-9C77-44F4-96A8-3BEC46F36565},,,,228,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C20D5210-405E-406F-BF08-178AD0069557}
708,OSMP,No,Hiking Trail,295-340-339,Yes,295,0.041,-9999,Northern Quarry,{A156E090-69D6-4D6F-8DAA-AA10C60FA62F},,,,206,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{AAE37AE5-AF7B-48FF-8B6C-48037DF67DDD}
794,OSMP,No,Hiking Trail,323-322-323,Yes,323,1.085,5762,Sunshine Canyon,{4353089F-8DB4-40E2-8675-39EB9BFE29FD},,,,283,,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/osmp/temporary-closures,,{57884FD2-FE50-4B61-9E88-292FFB4B999C}
760,OSMP,No,Hiking Trail,289-326-325,Yes,289,0.004,-9999,Mount Sanitas,{80CA1FD4-9D2B-47E3-8F7E-23DB76F2BED2},,,,276,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{C82BB249-BC44-46AA-942D-625430C7C76A}
795,OSMP,No,Hiking Trail,309-326-324,Yes,309,0.034,168,Sanitas Connector,{06ACA6E5-5CCD-4242-9468-017FE1110BA2},,,,284,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{50096E4B-2CFB-4840-BCCD-823FC647B710}
796,OSMP,No,Hiking Trail,286-319-318,Yes,286,0.015,75,Red Rocks,{B01C6761-6F04-40C8-8225-AEB446F49505},,,,285,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D07BC4EC-F930-46F3-895C-F841F93BB504}
797,OSMP,No,Hiking Trail,308-320-318,Yes,308,0.023,130,Red Rocks Spur,{D9A02DCB-F404-4D5A-A4FB-EF201B533012},,,,286,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{07CF3ED6-17EC-49B2-8B27-EC734FF76B45}
798,OSMP,No,Hiking Trail,308-321-320,Yes,308,0.051,273,Red Rocks Spur,{7D9B554F-F7ED-4ECE-B1B3-514A39DC0A71},,,,287,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D78E1658-93BA-44B3-8852-32CE3DE0FEA1}
799,OSMP,No,Hiking Trail,286-322-321,No,286,0.035,167,Red Rocks,{08AF3D7D-D7C6-4576-A42C-B8739D568188},,,,288,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D761E555-500F-4039-9809-BFE374A0EAED}
800,OSMP,No,Hiking Trail,286-318-322,Yes,286,0.065,349,Red Rocks,{57B489AA-885A-4E21-9B64-5070318C2CED},,,,289,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{28151ABC-8710-4162-AB3D-800EEB0F8360}
801,OSMP,No,Hiking Trail,308-316-318,Yes,308,0.029,157,Red Rocks Spur,{E41F73E0-B028-47E4-8EFA-3B3804417F66},,,,290,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{75E52B98-D65E-4B23-9CE8-2662FB511A35}
802,OSMP,No,Hiking Trail,308-316-317,Yes,308,0.028,160,Red Rocks Spur,{FB6989CE-797A-4408-8ACB-036EC0701C00},,,,291,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{81AEDA69-687E-44F2-9167-E0E51F8C50AD}
803,OSMP,No,Hiking Trail,308-315-316,Yes,308,0.04,165,Red Rocks Spur,{A09694CF-C25D-4C3D-B495-65C13E7E7327},,,,292,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{8A0C1E3D-A5C1-4992-844F-C160342E038F}
804,OSMP,No,Hiking Trail,286-322-313,Yes,286,0.036,188,Red Rocks,{9D4495B5-5AE9-47D9-A227-B95D8EF61276},,,,293,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/osmp/osmp-projects,Closed M-F 5am-5pm because of heavy equipment on site. A detour is available.,{8B1CA1DD-FF57-4FD3-8120-2FFE72DE9F4B}
805,OSMP,No,Hiking Trail,308-310-315,Yes,308,0.087,488,Red Rocks Spur,{DDB02818-36F5-439B-BF49-7DD0E4CA1011},,,,294,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{D067ADA2-1EB6-4018-807B-845A70319C40}
806,OSMP,No,Hiking Trail,308-310-311,Yes,308,0.048,214,Red Rocks Spur,{D5B360B1-44C0-4C0E-930F-62C426A6C832},,,,295,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{FAC2045A-61EE-4707-A11A-8974D54128A4}
807,OSMP,No,Hiking Trail,308-309-310,Yes,308,0.059,316,Red Rocks Spur,{134C5C60-A32A-4418-BE51-B2E793A595F9},,,,296,,,,Open,,,https://bouldercolorado.gov/osmp/temporary-closures,,{A52F42B3-D464-443B-BB14-59CFEA6A1DB0}
